location_id,parameter,value,unit,timezone,date,avg_so2
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-20,0.00030952380952380956
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-21,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-22,0.00018181818181818183
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-23,0.0013181818181818182
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-23,0.0013181818181818182
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-23,0.0013181818181818182
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-23,0.0013181818181818182
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-23,0.0013181818181818182
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-23,0.0013181818181818182
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-23,0.0013181818181818182
1214473,so2,0.0,ppm,Asia/Tokyo,2024-02-23,0.0013181818181818182
